region,url,bounds,polygon
USGS_LPC_FL_Southeast_B2_2018_LAS_2019,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_FL_Southeast_B2_2018_LAS_2019/ept.json,"[-9030536, 2953167, -52582, -8924250, 3059453, 53704]","POLYGON ((-9030536 2953167, -9030536 3059453, -8924250 3059453, -8924250 2953167, -9030536 2953167))"
USGS_LPC_FL_Southeast_TL_2018_LAS_2019,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_FL_Southeast_TL_2018_LAS_2019/ept.json,"[-9004966, 2965670, -38682, -8926458, 3044178, 39826]","POLYGON ((-9004966 2965670, -9004966 3044178, -8926458 3044178, -8926458 2965670, -9004966 2965670))"
USGS_LPC_FL_Southwest_A_2018_LAS_2019,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_FL_Southwest_A_2018_LAS_2019/ept.json,"[-9160246, 3028353, -41712, -9076578, 3112021, 41956]","POLYGON ((-9160246 3028353, -9160246 3112021, -9076578 3112021, -9076578 3028353, -9160246 3028353))"
USGS_LPC_FL_Southwest_B_2018_LAS_2019,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_FL_Southwest_B_2018_LAS_2019/ept.json,"[-9123729, 2977000, -43670, -9036205, 3064524, 43854]","POLYGON ((-9123729 2977000, -9123729 3064524, -9036205 3064524, -9036205 2977000, -9123729 2977000))"
USGS_LPC_FL_Southwest_B_TL_2018_LAS_2019,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_FL_Southwest_B_TL_2018_LAS_2019/ept.json,"[-9064413, 3047236, -1849, -9060539, 3051110, 2025]","POLYGON ((-9064413 3047236, -9064413 3051110, -9060539 3051110, -9060539 3047236, -9064413 3047236))"
USGS_LPC_FL_SuwanneeRiver_2017_LAS_2018,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_FL_SuwanneeRiver_2017_LAS_2018/ept.json,"[-9277096, 3372569, -103596, -9069124, 3580541, 104376]","POLYGON ((-9277096 3372569, -9277096 3580541, -9069124 3580541, -9069124 3372569, -9277096 3372569))"
USGS_LPC_FL_Suwannee_NCentral_2014_LAS_2016,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_FL_Suwannee_NCentral_2014_LAS_2016/ept.json,"[-9303619, 3451907, -34421, -9234273, 3521253, 34925]","POLYGON ((-9303619 3451907, -9303619 3521253, -9234273 3521253, -9234273 3451907, -9303619 3451907))"
USGS_LPC_FL_Upper_Saint_Johns_2017_LAS_2019,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_FL_Upper_Saint_Johns_2017_LAS_2019/ept.json,"[-9057515, 3258388, -52761, -8951203, 3364700, 53551]","POLYGON ((-9057515 3258388, -9057515 3364700, -8951203 3364700, -8951203 3258388, -9057515 3258388))"
USGS_LPC_GA_Georgia_A1_2016_LAS_2018,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_GA_Georgia_A1_2016_LAS_2018/ept.json,"[-9523395, 3584770, -169419, -9184079, 3924086, 169897]","POLYGON ((-9523395 3584770, -9523395 3924086, -9184079 3924086, -9184079 3584770, -9523395 3584770))"
USGS_LPC_GA_Georgia_A2_2016_LAS_2018,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_GA_Georgia_A2_2016_LAS_2018/ept.json,"[-9167315, 3842061, -46336, -9074313, 3935063, 46666]","POLYGON ((-9167315 3842061, -9167315 3935063, -9074313 3935063, -9074313 3842061, -9167315 3842061))"
USGS_LPC_GA_Georgia_A3_2016_LAS_2018,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_GA_Georgia_A3_2016_LAS_2018/ept.json,"[-9443284, 3678208, -23992, -9394942, 3726550, 24350]","POLYGON ((-9443284 3678208, -9443284 3726550, -9394942 3726550, -9394942 3678208, -9443284 3678208))"
USGS_LPC_HI_Oahu_2012_LAS_2015,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_HI_Oahu_2012_LAS_2015/ept.json,"[-17621311, 2414210, -36062, -17548967, 2486554, 36282]","POLYGON ((-17621311 2414210, -17621311 2486554, -17548967 2486554, -17548967 2414210, -17621311 2414210))"
USGS_LPC_ID_Clearwater_d1_2010_LAS_2015,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_ID_Clearwater_d1_2010_LAS_2015/ept.json,"[-12900260, 5805517, -54263, -12789402, 5916375, 56595]","POLYGON ((-12900260 5805517, -12900260 5916375, -12789402 5916375, -12789402 5805517, -12900260 5805517))"
USGS_LPC_ID_EmeraldCreek_2004_LAS_2016,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_ID_EmeraldCreek_2004_LAS_2016/ept.json,"[-12964406, 5931544, -11196, -12940124, 5955826, 13086]","POLYGON ((-12964406 5931544, -12964406 5955826, -12940124 5955826, -12940124 5931544, -12964406 5931544))"
USGS_LPC_ID_FEMAHQ_2018_LAS_2019,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_ID_FEMAHQ_2018_LAS_2019/ept.json,"[-13020879, 5315577, -127703, -12760829, 5575627, 132347]","POLYGON ((-13020879 5315577, -13020879 5575627, -12760829 5575627, -12760829 5315577, -13020879 5315577))"
USGS_LPC_ID_JackWaite_2007_LAS_2016,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_ID_JackWaite_2007_LAS_2016/ept.json,"[-12905944, 6040164, -8566, -12881314, 6064794, 16064]","POLYGON ((-12905944 6040164, -12905944 6064794, -12881314 6064794, -12881314 6040164, -12905944 6040164))"
USGS_LPC_ID_MoscowMountain_2003_LAS_2015,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_ID_MoscowMountain_2003_LAS_2015/ept.json,"[-13027328, 5891242, -21479, -12981906, 5936664, 23943]","POLYGON ((-13027328 5891242, -13027328 5936664, -12981906 5936664, -12981906 5891242, -13027328 5891242))"
USGS_LPC_ID_NezPerce_QL1_2016_LAS_2019,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_ID_NezPerce_QL1_2016_LAS_2019/ept.json,"[-13098219, 5638239, -143043, -12806845, 5929613, 148331]","POLYGON ((-13098219 5638239, -13098219 5929613, -12806845 5929613, -12806845 5638239, -13098219 5638239))"
USGS_LPC_ID_NezPerce_QL2_2016_LAS_2019,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_ID_NezPerce_QL2_2016_LAS_2019/ept.json,"[-13073321, 5725434, -111061, -12846623, 5952132, 115637]","POLYGON ((-13073321 5725434, -13073321 5952132, -12846623 5952132, -12846623 5725434, -13073321 5725434))"
USGS_LPC_ID_Nez_Perce_QL1_TL_2016_LAS_2019,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_ID_Nez_Perce_QL1_TL_2016_LAS_2019/ept.json,"[-13015326, 5777430, -54395, -12905092, 5887664, 55839]","POLYGON ((-13015326 5777430, -13015326 5887664, -12905092 5887664, -12905092 5777430, -13015326 5777430))"
USGS_LPC_ID_Nez_Perce_QL2_TL_2016_LAS_2019,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_ID_Nez_Perce_QL2_TL_2016_LAS_2019/ept.json,"[-13016408, 5767039, -57617, -12899672, 5883775, 59119]","POLYGON ((-13016408 5767039, -13016408 5883775, -12899672 5883775, -12899672 5767039, -13016408 5767039))"
USGS_LPC_ID_Payette_NF_QL2_2017_LAS_2018,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_ID_Payette_NF_QL2_2017_LAS_2018/ept.json,"[-13052871, 5488706, -52240, -12944971, 5596606, 55660]","POLYGON ((-13052871 5488706, -13052871 5596606, -12944971 5596606, -12944971 5488706, -13052871 5488706))"
USGS_LPC_ID_SaintJoe_2003_LAS_2015,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_ID_SaintJoe_2003_LAS_2015/ept.json,"[-12954669, 5955612, -20146, -12910819, 5999462, 23704]","POLYGON ((-12954669 5955612, -12954669 5999462, -12910819 5999462, -12910819 5955612, -12954669 5955612))"
USGS_LPC_ID_SlateLolo_2006_LAS_2015,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_ID_SlateLolo_2006_LAS_2015/ept.json,"[-12981508, 5694331, -79542, -12819278, 5856561, 82688]","POLYGON ((-12981508 5694331, -12981508 5856561, -12819278 5856561, -12819278 5694331, -12981508 5694331))"
USGS_LPC_IL_12County_KaneCo_2008_LAS_2015,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_12County_KaneCo_2008_LAS_2015/ept.json,"[-9875914, 5118856, -32715, -9809336, 5185434, 33863]","POLYGON ((-9875914 5118856, -9875914 5185434, -9809336 5185434, -9809336 5118856, -9875914 5118856))"
USGS_LPC_IL_12_County_CarollCo_2009_LAS_2015,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_12_County_CarollCo_2009_LAS_2015/ept.json,"[-10055627, 5134011, -36413, -9982487, 5207151, 36727]","POLYGON ((-10055627 5134011, -10055627 5207151, -9982487 5207151, -9982487 5134011, -10055627 5134011))"
USGS_LPC_IL_12_County_ChampaignCo_2008_LAS_2016,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_12_County_ChampaignCo_2008_LAS_2016/ept.json,"[-9857414, 4846839, -39132, -9779074, 4925179, 39208]","POLYGON ((-9857414 4846839, -9857414 4925179, -9779074 4925179, -9779074 4846839, -9857414 4846839))"
USGS_LPC_IL_12_County_GrundyCo_2008_LAS_2016,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_12_County_GrundyCo_2008_LAS_2016/ept.json,"[-9870032, 5026795, -27272, -9815278, 5081549, 27482]","POLYGON ((-9870032 5026795, -9870032 5081549, -9815278 5081549, -9815278 5026795, -9870032 5026795))"
USGS_LPC_IL_12_County_HenryCo_2009_LAS_2016,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_12_County_HenryCo_2009_LAS_2016/ept.json,"[-10068414, 5034291, -32317, -10002544, 5100161, 33553]","POLYGON ((-10068414 5034291, -10068414 5100161, -10002544 5100161, -10002544 5034291, -10068414 5034291))"
USGS_LPC_IL_12_County_OgleCo_2008_LAS_2015,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_12_County_OgleCo_2008_LAS_2015/ept.json,"[-9985185, 5124964, -42020, -9900093, 5210056, 43072]","POLYGON ((-9985185 5124964, -9985185 5210056, -9900093 5210056, -9900093 5124964, -9985185 5124964))"
USGS_LPC_IL_12_County_Stephenson_Co_2009_LAS_2016,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_12_County_Stephenson_Co_2009_LAS_2016/ept.json,"[-10011992, 5182671, -30175, -9950440, 5244223, 31377]","POLYGON ((-10011992 5182671, -10011992 5244223, -9950440 5244223, -9950440 5182671, -10011992 5182671))"
USGS_LPC_IL_4County_Cook_2017_LAS_2019,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_4County_Cook_2017_LAS_2019/ept.json,"[-9836056, 5076637, -53625, -9728090, 5184603, 54341]","POLYGON ((-9836056 5076637, -9836056 5184603, -9728090 5184603, -9728090 5076637, -9836056 5076637))"
USGS_LPC_IL_4County_Kane_2018_LAS_2019,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_4County_Kane_2018_LAS_2019/ept.json,"[-9895378, 5099473, -42283, -9810242, 5184609, 42853]","POLYGON ((-9895378 5099473, -9895378 5184609, -9810242 5184609, -9810242 5099473, -9895378 5099473))"
USGS_LPC_IL_4County_Lake_2016_LAS_2019,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_4County_Lake_2016_LAS_2019/ept.json,"[-9819319, 5184390, -25632, -9767463, 5236246, 26224]","POLYGON ((-9819319 5184390, -9819319 5236246, -9767463 5236246, -9767463 5184390, -9819319 5184390))"
USGS_LPC_IL_4County_McHenry_2018_LAS_2019,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_4County_McHenry_2018_LAS_2019/ept.json,"[-9889531, 5182620, -35725, -9817431, 5254720, 36375]","POLYGON ((-9889531 5182620, -9889531 5254720, -9817431 5254720, -9817431 5182620, -9889531 5182620))"
USGS_LPC_IL_5County_KankakeeCo_2014_LAS_2016,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_5County_KankakeeCo_2014_LAS_2016/ept.json,"[-9825192, 4992885, -41077, -9742090, 5075987, 42025]","POLYGON ((-9825192 4992885, -9825192 5075987, -9742090 5075987, -9742090 4992885, -9825192 4992885))"
USGS_LPC_IL_5County_WillCo_2014_LAS_2016,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_5County_WillCo_2014_LAS_2016/ept.json,"[-9827619, 5039170, -42165, -9742305, 5124484, 43149]","POLYGON ((-9827619 5039170, -9827619 5124484, -9742305 5124484, -9742305 5039170, -9827619 5039170))"
USGS_LPC_IL_5county_MarionCo_2015_LAS_2016,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_5county_MarionCo_2015_LAS_2016/ept.json,"[-9924456, 4646026, -25123, -9872978, 4697504, 26355]","POLYGON ((-9924456 4646026, -9924456 4697504, -9872978 4697504, -9872978 4646026, -9924456 4646026))"
USGS_LPC_IL_BondCo_2015_LAS_2016,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_BondCo_2015_LAS_2016/ept.json,"[-9981229, 4675475, -29580, -9920803, 4735901, 30846]","POLYGON ((-9981229 4675475, -9981229 4735901, -9920803 4735901, -9920803 4675475, -9981229 4675475))"
USGS_LPC_IL_Boone_2018,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_Boone_2018/ept.json,"[-9914220, 5183127, -22250, -9861178, 5236169, 30792]","POLYGON ((-9914220 5183127, -9914220 5236169, -9861178 5236169, -9861178 5183127, -9914220 5183127))"
USGS_LPC_IL_BureauCo_2015_LAS_2017,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_BureauCo_2015_LAS_2017/ept.json,"[-10004228, 5027161, -39272, -9924652, 5106737, 40304]","POLYGON ((-10004228 5027161, -10004228 5106737, -9924652 5106737, -9924652 5027161, -10004228 5027161))"
USGS_LPC_IL_ChristianCo_2014_LAS_2016,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_ChristianCo_2014_LAS_2016/ept.json,"[-9973966, 4770794, -35193, -9902800, 4841960, 35973]","POLYGON ((-9973966 4770794, -9973966 4841960, -9902800 4841960, -9902800 4770794, -9973966 4770794))"
USGS_LPC_IL_ClintonCo_2015_LAS_2016,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_ClintonCo_2015_LAS_2016/ept.json,"[-9987419, 4628577, -32702, -9920825, 4695171, 33892]","POLYGON ((-9987419 4628577, -9987419 4695171, -9920825 4695171, -9920825 4628577, -9987419 4628577))"
USGS_LPC_IL_DOT_District5_DewittCo_2012_LAS_2017,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_DOT_District5_DewittCo_2012_LAS_2017/ept.json,"[-9925101, 4857408, -32900, -9858851, 4923658, 33350]","POLYGON ((-9925101 4857408, -9925101 4923658, -9858851 4923658, -9858851 4857408, -9925101 4857408))"
USGS_LPC_IL_DOT_District5_EdgarCo_2012_LAS_2017,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_DOT_District5_EdgarCo_2012_LAS_2017/ept.json,"[-9798851, 4789411, -29804, -9737785, 4850477, 31262]","POLYGON ((-9798851 4789411, -9798851 4850477, -9737785 4850477, -9737785 4789411, -9798851 4789411))"
USGS_LPC_IL_DOT_District5_McleanCo_2012_LAS_2017,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_DOT_District5_McleanCo_2012_LAS_2017/ept.json,"[-9938354, 4895362, -46114, -9846086, 4987630, 46154]","POLYGON ((-9938354 4895362, -9938354 4987630, -9846086 4987630, -9846086 4895362, -9938354 4895362))"
USGS_LPC_IL_DOT_District5_PiattCo_2012_LAS_2017,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_DOT_District5_PiattCo_2012_LAS_2017/ept.json,"[-9899871, 4834886, -36793, -9826409, 4908348, 36669]","POLYGON ((-9899871 4834886, -9899871 4908348, -9826409 4908348, -9826409 4834886, -9899871 4834886))"
USGS_LPC_IL_DOT_District5_VermilionCo_2012_LAS_2017,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_DOT_District5_VermilionCo_2012_LAS_2017/ept.json,"[-9813032, 4845668, -46203, -9720152, 4938548, 46677]","POLYGON ((-9813032 4845668, -9813032 4938548, -9720152 4938548, -9720152 4845668, -9813032 4845668))"
USGS_LPC_IL_DOT_District_7_LiDAR_LAS_2017,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_DOT_District_7_LiDAR_LAS_2017/ept.json,"[-9874796, 4660687, -26018, -9822410, 4713073, 26368]","POLYGON ((-9874796 4660687, -9874796 4713073, -9822410 4713073, -9822410 4660687, -9874796 4660687))"
USGS_LPC_IL_District4_Fulton_2014_LAS_2018,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_District4_Fulton_2014_LAS_2018/ept.json,"[-10071946, 4892342, -58479, -9954458, 5009830, 59009]","POLYGON ((-10071946 4892342, -10071946 5009830, -9954458 5009830, -9954458 4892342, -10071946 4892342))"
USGS_LPC_IL_District4_Henderson_2014_LAS_2016,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_District4_Henderson_2014_LAS_2016/ept.json,"[-10161773, 4957116, -33311, -10094699, 5024190, 33763]","POLYGON ((-10161773 4957116, -10161773 5024190, -10094699 5024190, -10094699 4957116, -10161773 4957116))"
USGS_LPC_IL_District4_Knox_2014_LAS_2017,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_District4_Knox_2014_LAS_2017/ept.json,"[-10078693, 4968625, -33297, -10011577, 5035741, 33819]","POLYGON ((-10078693 4968625, -10078693 5035741, -10011577 5035741, -10011577 4968625, -10078693 4968625))"
USGS_LPC_IL_District4_Marshal_2014_LAS_2016,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_District4_Marshal_2014_LAS_2016/ept.json,"[-9980277, 4983397, -33897, -9911847, 5051827, 34533]","POLYGON ((-9980277 4983397, -9980277 5051827, -9911847 5051827, -9911847 4983397, -9980277 4983397))"
USGS_LPC_IL_District4_McDonough_2014_LAS_2018,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_District4_McDonough_2014_LAS_2018/ept.json,"[-10121658, 4905113, -27395, -10066420, 4960351, 27843]","POLYGON ((-10121658 4905113, -10121658 4960351, -10066420 4960351, -10066420 4905113, -10121658 4905113))"
USGS_LPC_IL_District4_Mercer_2014_LAS_2016,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_District4_Mercer_2014_LAS_2016/ept.json,"[-10143619, 5002772, -38254, -10066603, 5079788, 38762]","POLYGON ((-10143619 5002772, -10143619 5079788, -10066603 5079788, -10066603 5002772, -10143619 5002772))"
USGS_LPC_IL_District4_Peoria_2014_LAS_2016,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_District4_Peoria_2014_LAS_2016/ept.json,"[-10023111, 4938810, -35283, -9952091, 5009830, 35737]","POLYGON ((-10023111 4938810, -10023111 5009830, -9952091 5009830, -9952091 4938810, -10023111 4938810))"
USGS_LPC_IL_District4_Putnam_2014_LAS_2017,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_District4_Putnam_2014_LAS_2017/ept.json,"[-9960754, 5025170, -17937, -9924428, 5061496, 18389]","POLYGON ((-9960754 5025170, -9960754 5061496, -9924428 5061496, -9924428 5025170, -9960754 5025170))"
USGS_LPC_IL_District4_Stark_2014_LAS_2018,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_District4_Stark_2014_LAS_2018/ept.json,"[-10018196, 5006519, -20384, -9976906, 5047809, 20906]","POLYGON ((-10018196 5006519, -10018196 5047809, -9976906 5047809, -9976906 5006519, -10018196 5006519))"
USGS_LPC_IL_District4_Tazewell_2014_LAS_2016,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_District4_Tazewell_2014_LAS_2016/ept.json,"[-10014350, 4905136, -38903, -9936068, 4983418, 39379]","POLYGON ((-10014350 4905136, -10014350 4983418, -9936068 4983418, -9936068 4905136, -10014350 4905136))"
USGS_LPC_IL_District4_Warren_2014_LAS_2018,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_District4_Warren_2014_LAS_2018/ept.json,"[-10121233, 4956438, -33634, -10053481, 5024190, 34118]","POLYGON ((-10121233 4956438, -10121233 5024190, -10053481 5024190, -10053481 4956438, -10121233 4956438))"
USGS_LPC_IL_District4_Woodford_2014_LAS_2016,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_District4_Woodford_2014_LAS_2016/ept.json,"[-9971627, 4940697, -36097, -9898947, 5013377, 36583]","POLYGON ((-9971627 4940697, -9971627 5013377, -9898947 5013377, -9898947 4940697, -9971627 4940697))"
USGS_LPC_IL_District5_DouglasCo_2012_LAS_2018,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_District5_DouglasCo_2012_LAS_2018/ept.json,"[-9849964, 4801576, -30713, -9788094, 4863446, 31157]","POLYGON ((-9849964 4801576, -9849964 4863446, -9788094 4863446, -9788094 4801576, -9849964 4801576))"
USGS_LPC_IL_District7_Clark_2014_LAS_2017,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_District7_Clark_2014_LAS_2017/ept.json,"[-9798737, 4739700, -27479, -9743401, 4795036, 27857]","POLYGON ((-9798737 4739700, -9798737 4795036, -9743401 4795036, -9743401 4739700, -9798737 4739700))"
USGS_LPC_IL_District7_Crawford_2014_LAS_2017,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_District7_Crawford_2014_LAS_2017/ept.json,"[-9791756, 4698206, -25210, -9740924, 4749038, 25622]","POLYGON ((-9791756 4698206, -9791756 4749038, -9740924 4749038, -9740924 4698206, -9791756 4698206))"
USGS_LPC_IL_District7_Cumberland_2014_LAS_2017,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_District7_Cumberland_2014_LAS_2017/ept.json,"[-9965520, 4618030, 148, -9679930, 4903620, 285738]","POLYGON ((-9965520 4618030, -9965520 4903620, -9679930 4903620, -9679930 4618030, -9965520 4618030))"
USGS_LPC_IL_District7_Edwards_2014_LAS_2017,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_District7_Edwards_2014_LAS_2017/ept.json,"[-9824489, 4614526, -23241, -9777617, 4661398, 23631]","POLYGON ((-9824489 4614526, -9824489 4661398, -9777617 4661398, -9777617 4614526, -9824489 4614526))"
USGS_LPC_IL_District7_Effingham_2014_LAS_2017,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_District7_Effingham_2014_LAS_2017/ept.json,"[-9887417, 4704535, -26034, -9834883, 4757069, 26500]","POLYGON ((-9887417 4704535, -9887417 4757069, -9834883 4757069, -9834883 4704535, -9887417 4704535))"
USGS_LPC_IL_District7_Fayette_2014_LAS_2017,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_District7_Fayette_2014_LAS_2017/ept.json,"[-9940016, 4683591, -35226, -9869104, 4754503, 35686]","POLYGON ((-9940016 4683591, -9940016 4754503, -9869104 4754503, -9869104 4683591, -9940016 4683591))"
USGS_LPC_IL_District7_Macon_2014_LAS_2017,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_District7_Macon_2014_LAS_2017/ept.json,"[-9935468, 4813948, -30024, -9874760, 4874656, 30684]","POLYGON ((-9935468 4813948, -9935468 4874656, -9874760 4874656, -9874760 4813948, -9935468 4813948))"
USGS_LPC_IL_District7_Moultrie_2014_LAS_2018,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_District7_Moultrie_2014_LAS_2018/ept.json,"[-9893890, 4784089, -26331, -9840784, 4837195, 26775]","POLYGON ((-9893890 4784089, -9893890 4837195, -9840784 4837195, -9840784 4784089, -9893890 4784089))"
USGS_LPC_IL_District7_Richland_2014_LAS_2017,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_District7_Richland_2014_LAS_2017/ept.json,"[-9830983, 4656700, -23007, -9784059, 4703624, 23917]","POLYGON ((-9830983 4656700, -9830983 4703624, -9784059 4703624, -9784059 4656700, -9830983 4656700))"
USGS_LPC_IL_District7_Shelby_2014_LAS_2017,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_District7_Shelby_2014_LAS_2017/ept.json,"[-9924482, 4745179, -38663, -9846674, 4822987, 39145]","POLYGON ((-9924482 4745179, -9924482 4822987, -9846674 4822987, -9846674 4745179, -9924482 4745179))"
USGS_LPC_IL_District7_Wabash_2014_LAS_2017,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_District7_Wabash_2014_LAS_2017/ept.json,"[-9799963, 4612175, -24386, -9750805, 4661333, 24772]","POLYGON ((-9799963 4612175, -9799963 4661333, -9750805 4661333, -9750805 4612175, -9799963 4612175))"
USGS_LPC_IL_District7_Wayne_2014_LAS_2018,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_District7_Wayne_2014_LAS_2018/ept.json,"[-9874619, 4609525, -31392, -9811503, 4672641, 31724]","POLYGON ((-9874619 4609525, -9874619 4672641, -9811503 4672641, -9811503 4609525, -9874619 4609525))"
USGS_LPC_IL_FordIroqouisLivingston_2015_LAS_2017,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_FordIroqouisLivingston_2015_LAS_2017/ept.json,"[-9895388, 4923576, -52696, -9788880, 5030084, 53812]","POLYGON ((-9895388 4923576, -9895388 5030084, -9788880 5030084, -9788880 4923576, -9895388 4923576))"
USGS_LPC_IL_FordIroquoisLivingston_L1_2014_LAS_2017,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_FordIroquoisLivingston_L1_2014_LAS_2017/ept.json,"[-9908016, 4975036, -26434, -9853818, 5029234, 27764]","POLYGON ((-9908016 4975036, -9908016 5029234, -9853818 5029234, -9853818 4975036, -9908016 4975036))"
USGS_LPC_IL_FordIroquoisLivingston_L3_2014_LAS_2017,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_FordIroquoisLivingston_L3_2014_LAS_2017/ept.json,"[-9850285, 4923482, -44586, -9759979, 5013788, 45720]","POLYGON ((-9850285 4923482, -9850285 5013788, -9759979 5013788, -9759979 4923482, -9850285 4923482))"
USGS_LPC_IL_FordIroquoisLivingston_L4_2014_LAS_2017,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_FordIroquoisLivingston_L4_2014_LAS_2017/ept.json,"[-9804819, 4935525, -38892, -9725879, 5014465, 40048]","POLYGON ((-9804819 4935525, -9804819 5014465, -9725879 5014465, -9725879 4935525, -9804819 4935525))"
