region,location,bounds
USGS_LPC_IL_DOT_District_7_LiDAR_LAS_2017/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_DOT_District_7_LiDAR_LAS_2017/ept.json,"[-9874796, 4660687, -26018, -9822410, 4713073, 26368]"
USGS_LPC_IL_District4_Fulton_2014_LAS_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_District4_Fulton_2014_LAS_2018/ept.json,"[-10071946, 4892342, -58479, -9954458, 5009830, 59009]"
USGS_LPC_IL_District4_Henderson_2014_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_District4_Henderson_2014_LAS_2016/ept.json,"[-10161773, 4957116, -33311, -10094699, 5024190, 33763]"
USGS_LPC_IL_District4_Knox_2014_LAS_2017/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_District4_Knox_2014_LAS_2017/ept.json,"[-10078693, 4968625, -33297, -10011577, 5035741, 33819]"
USGS_LPC_IL_District4_Marshal_2014_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_District4_Marshal_2014_LAS_2016/ept.json,"[-9980277, 4983397, -33897, -9911847, 5051827, 34533]"
USGS_LPC_IL_District4_McDonough_2014_LAS_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_District4_McDonough_2014_LAS_2018/ept.json,"[-10121658, 4905113, -27395, -10066420, 4960351, 27843]"
USGS_LPC_IL_District4_Mercer_2014_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_District4_Mercer_2014_LAS_2016/ept.json,"[-10143619, 5002772, -38254, -10066603, 5079788, 38762]"
USGS_LPC_IL_District4_Peoria_2014_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_District4_Peoria_2014_LAS_2016/ept.json,"[-10023111, 4938810, -35283, -9952091, 5009830, 35737]"
USGS_LPC_IL_District4_Putnam_2014_LAS_2017/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_District4_Putnam_2014_LAS_2017/ept.json,"[-9960754, 5025170, -17937, -9924428, 5061496, 18389]"
USGS_LPC_IL_District4_Stark_2014_LAS_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_District4_Stark_2014_LAS_2018/ept.json,"[-10018196, 5006519, -20384, -9976906, 5047809, 20906]"
USGS_LPC_IL_District4_Tazewell_2014_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_District4_Tazewell_2014_LAS_2016/ept.json,"[-10014350, 4905136, -38903, -9936068, 4983418, 39379]"
USGS_LPC_IL_District4_Warren_2014_LAS_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_District4_Warren_2014_LAS_2018/ept.json,"[-10121233, 4956438, -33634, -10053481, 5024190, 34118]"
USGS_LPC_IL_District4_Woodford_2014_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_District4_Woodford_2014_LAS_2016/ept.json,"[-9971627, 4940697, -36097, -9898947, 5013377, 36583]"
USGS_LPC_IL_District5_DouglasCo_2012_LAS_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_District5_DouglasCo_2012_LAS_2018/ept.json,"[-9849964, 4801576, -30713, -9788094, 4863446, 31157]"
USGS_LPC_IL_District7_Clark_2014_LAS_2017/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_District7_Clark_2014_LAS_2017/ept.json,"[-9798737, 4739700, -27479, -9743401, 4795036, 27857]"
USGS_LPC_IL_District7_Crawford_2014_LAS_2017/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_District7_Crawford_2014_LAS_2017/ept.json,"[-9791756, 4698206, -25210, -9740924, 4749038, 25622]"
USGS_LPC_IL_District7_Cumberland_2014_LAS_2017/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_District7_Cumberland_2014_LAS_2017/ept.json,"[-9965520, 4618030, 148, -9679930, 4903620, 285738]"
USGS_LPC_IL_District7_Edwards_2014_LAS_2017/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_District7_Edwards_2014_LAS_2017/ept.json,"[-9824489, 4614526, -23241, -9777617, 4661398, 23631]"
USGS_LPC_IL_District7_Effingham_2014_LAS_2017/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_District7_Effingham_2014_LAS_2017/ept.json,"[-9887417, 4704535, -26034, -9834883, 4757069, 26500]"
USGS_LPC_IL_District7_Fayette_2014_LAS_2017/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_District7_Fayette_2014_LAS_2017/ept.json,"[-9940016, 4683591, -35226, -9869104, 4754503, 35686]"
USGS_LPC_IL_District7_Macon_2014_LAS_2017/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_District7_Macon_2014_LAS_2017/ept.json,"[-9935468, 4813948, -30024, -9874760, 4874656, 30684]"
USGS_LPC_IL_District7_Moultrie_2014_LAS_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_District7_Moultrie_2014_LAS_2018/ept.json,"[-9893890, 4784089, -26331, -9840784, 4837195, 26775]"
USGS_LPC_IL_District7_Richland_2014_LAS_2017/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_District7_Richland_2014_LAS_2017/ept.json,"[-9830983, 4656700, -23007, -9784059, 4703624, 23917]"
USGS_LPC_IL_District7_Shelby_2014_LAS_2017/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_District7_Shelby_2014_LAS_2017/ept.json,"[-9924482, 4745179, -38663, -9846674, 4822987, 39145]"
USGS_LPC_IL_District7_Wabash_2014_LAS_2017/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_District7_Wabash_2014_LAS_2017/ept.json,"[-9799963, 4612175, -24386, -9750805, 4661333, 24772]"
USGS_LPC_IL_District7_Wayne_2014_LAS_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_District7_Wayne_2014_LAS_2018/ept.json,"[-9874619, 4609525, -31392, -9811503, 4672641, 31724]"
USGS_LPC_IL_FordIroqouisLivingston_2015_LAS_2017/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_FordIroqouisLivingston_2015_LAS_2017/ept.json,"[-9895388, 4923576, -52696, -9788880, 5030084, 53812]"
USGS_LPC_IL_FordIroquoisLivingston_L1_2014_LAS_2017/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_FordIroquoisLivingston_L1_2014_LAS_2017/ept.json,"[-9908016, 4975036, -26434, -9853818, 5029234, 27764]"
USGS_LPC_IL_FordIroquoisLivingston_L3_2014_LAS_2017/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_FordIroquoisLivingston_L3_2014_LAS_2017/ept.json,"[-9850285, 4923482, -44586, -9759979, 5013788, 45720]"
USGS_LPC_IL_FordIroquoisLivingston_L4_2014_LAS_2017/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_FordIroquoisLivingston_L4_2014_LAS_2017/ept.json,"[-9804819, 4935525, -38892, -9725879, 5014465, 40048]"
USGS_LPC_IL_FranklinCo_2014_LAS_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_FranklinCo_2014_LAS_2018/ept.json,"[-9929452, 4550024, -27337, -9873410, 4606066, 28705]"
USGS_LPC_IL_GrnMacMont_2017_LAS_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_GrnMacMont_2017_LAS_2018/ept.json,"[-10088743, 4676047, -82162, -9921797, 4842993, 84784]"
USGS_LPC_IL_HancockCo_2017_LAS_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_HancockCo_2017_LAS_2018/ept.json,"[-10187485, 4892253, -34309, -10118443, 4961295, 34733]"
USGS_LPC_IL_Hardin_2014_LAS_2017/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_Hardin_2014_LAS_2017/ept.json,"[-9842542, 4488916, -20015, -9801836, 4529622, 20691]"
USGS_LPC_IL_JacksonCo_2015_LAS_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_JacksonCo_2015_LAS_2018/ept.json,"[-9985911, 4511523, -32002, -9920575, 4576859, 33334]"
USGS_LPC_IL_Jasper_2014_LAS_2017/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_Jasper_2014_LAS_2017/ept.json,"[-9838111, 4698212, -24602, -9788529, 4747794, 24980]"
USGS_LPC_IL_JeffersonCo_2015_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_JeffersonCo_2015_LAS_2016/ept.json,"[-9924901, 4595780, -25401, -9872885, 4647796, 26615]"
USGS_LPC_IL_JoDaviessCo_2008_LAS_2015/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_JoDaviessCo_2008_LAS_2015/ept.json,"[-10092037, 5171463, -41501, -10008689, 5254811, 41847]"
USGS_LPC_IL_LaSalle_B1_2017_LAS_2019/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_LaSalle_B1_2017_LAS_2019/ept.json,"[-9946126, 5001261, -54631, -9841330, 5106057, 50165]"
USGS_LPC_IL_LaSalle_B2_2017_LAS_2019/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_LaSalle_B2_2017_LAS_2019/ept.json,"[-9939941, 5028188, -79934, -9783969, 5184160, 76038]"
USGS_LPC_IL_LeeCo_2008_LAS_2015/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_LeeCo_2008_LAS_2015/ept.json,"[-9978954, 5083980, -39506, -9899804, 5163130, 39644]"
USGS_LPC_IL_LoganCo_2013_LAS_2015/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_LoganCo_2013_LAS_2015/ept.json,"[-9978850, 4853729, -29466, -9919138, 4913441, 30246]"
USGS_LPC_IL_MadisonCo_2014_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_MadisonCo_2014_LAS_2016/ept.json,"[-10051642, 4656111, -39687, -9971438, 4736315, 40517]"
USGS_LPC_IL_PerryCo_2015_LAS_2019/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_PerryCo_2015_LAS_2019/ept.json,"[-9978087, 4562381, -29400, -9917967, 4622501, 30720]"
USGS_LPC_IL_Pike_ScottCo_2015_LAS_2017/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_Pike_ScottCo_2015_LAS_2017/ept.json,"[-10172145, 4750813, -59909, -10051805, 4871153, 60431]"
USGS_LPC_IL_Pope_2014_LAS_2017/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_Pope_2014_LAS_2017/ept.json,"[-9897123, 4444695, -39603, -9817137, 4524681, 40383]"
USGS_LPC_IL_Twelve_Counties_McHenry_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_Twelve_Counties_McHenry_LAS_2016/ept.json,"[-9875134, 5180718, -27952, -9818012, 5237840, 29170]"
USGS_LPC_IL_WashingtonCo_2015_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_WashingtonCo_2015_LAS_2016/ept.json,"[-9987560, 4598077, -32582, -9921202, 4664435, 33776]"
USGS_LPC_IL_WestCentral_2017_LAS_2019/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_WestCentral_2017_LAS_2019/ept.json,"[-10120959.0, 4768162.0, -94477.0, -9931493.0, 4957628.0, 94989.0]"
USGS_LPC_IL_WhitesideCO_2009_LAS_2015/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IL_WhitesideCO_2009_LAS_2015/ept.json,"[-10047344, 5089079, -35059, -9976172, 5160251, 36113]"
USGS_LPC_IN_Central_Hamilton_2017_LAS_2019/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_Central_Hamilton_2017_LAS_2019/ept.json,"[-9601471, 4854487, -21551, -9557351, 4898607, 22569]"
USGS_LPC_IN_Central_MarionCo_2016_LAS_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_Central_MarionCo_2016_LAS_2018/ept.json,"[-9612977, 4809422, -24316, -9563491, 4858908, 25170]"
USGS_LPC_IN_Central_Wayne_2016_LAS_2019/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_Central_Wayne_2016_LAS_2019/ept.json,"[-9488085, 4821641, -23560, -9440231, 4869495, 24294]"
USGS_LPC_IN_ET_B5_Allen_2012__LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_ET_B5_Allen_2012__LAS_2016/ept.json,"[-9501370, 4995450, -30269, -9439786, 5057034, 31315]"
USGS_LPC_IN_ET_B5_Dekalb_2012_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_ET_B5_Dekalb_2012_LAS_2016/ept.json,"[-9484985, 5048372, -22039, -9439869, 5093488, 23077]"
USGS_LPC_IN_ET_B5_LaGrange_2012_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_ET_B5_LaGrange_2012_LAS_2016/ept.json,"[-9537630, 5080226, -26997, -9482538, 5135318, 28095]"
USGS_LPC_IN_ET_B5_Noble_2012__LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_ET_B5_Noble_2012__LAS_2016/ept.json,"[-9535595, 5044735, -25902, -9482731, 5097599, 26962]"
USGS_LPC_IN_ET_B5_Steuben_2012_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_ET_B5_Steuben_2012_LAS_2016/ept.json,"[-9484779, 5085190, -21887, -9439977, 5129992, 22915]"
USGS_LPC_IN_ET_B5_Whitley_2012__LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_ET_B5_Whitley_2012__LAS_2016/ept.json,"[-9539722, 5012268, -21755, -9495014, 5056976, 22953]"
USGS_LPC_IN_ET_B6_Adams_2012_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_ET_B6_Adams_2012_LAS_2016/ept.json,"[-9482935, 4947353, -26795, -9428281, 5002007, 27859]"
USGS_LPC_IN_ET_B6_Blackford_2012_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_ET_B6_Blackford_2012_LAS_2016/ept.json,"[-9513692, 4919519, -14491, -9483448, 4949763, 15753]"
USGS_LPC_IN_ET_B6_Delaware_2012_LAS_2017/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_ET_B6_Delaware_2012_LAS_2017/ept.json,"[-9529732, 4875511, -22495, -9483576, 4921667, 23661]"
USGS_LPC_IN_ET_B6_Grant_2012_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_ET_B6_Grant_2012_LAS_2016/ept.json,"[-9559675, 4915723, -24424, -9509629, 4965769, 25622]"
USGS_LPC_IN_ET_B6_Hamilton_2012_LAS_2017/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_ET_B6_Hamilton_2012_LAS_2017/ept.json,"[-9602472, 4853491, -22478, -9556354, 4899609, 23640]"
USGS_LPC_IN_ET_B6_Huntington_2012_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_ET_B6_Huntington_2012_LAS_2016/ept.json,"[-9543815, 4959772, -26688, -9489221, 5014366, 27906]"
USGS_LPC_IN_ET_B6_Jay_2012_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_ET_B6_Jay_2012_LAS_2016/ept.json,"[-9487715, 4906295, -23443, -9439743, 4954267, 24529]"
USGS_LPC_IN_ET_B6_Madison_2012_LAS_2017/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_ET_B6_Madison_2012_LAS_2017/ept.json,"[-9575598, 4855668, -32896, -9509596, 4921670, 33106]"
USGS_LPC_IN_ET_B6_Randolph_2012_LAS_2017/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_ET_B6_Randolph_2012_LAS_2017/ept.json,"[-9487920, 4864351, -23416, -9439896, 4912375, 24608]"
USGS_LPC_IN_ET_B6_Wells_2012_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_ET_B6_Wells_2012_LAS_2016/ept.json,"[-9518650, 4947547, -26746, -9464042, 5002155, 27862]"
USGS_LPC_IN_ET_B7_Decatur_2012_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_ET_B7_Decatur_2012_LAS_2016/ept.json,"[-9541571, 4738803, -24221, -9492197, 4788177, 25153]"
USGS_LPC_IN_ET_B7_Fayette_2012_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_ET_B7_Fayette_2012_LAS_2016/ept.json,"[-9500203, 4795836, -19425, -9460329, 4835710, 20449]"
USGS_LPC_IN_ET_B7_Franklin_2012_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_ET_B7_Franklin_2012_LAS_2016/ept.json,"[-9496307, 4750668, -27045, -9441207, 4805768, 28055]"
USGS_LPC_IN_ET_B7_Hancock_2012_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_ET_B7_Hancock_2012_LAS_2016/ept.json,"[-9569324, 4818932, -21096, -9525680, 4862576, 22548]"
USGS_LPC_IN_ET_B7_Henry_2012_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_ET_B7_Henry_2012_LAS_2016/ept.json,"[-9529672, 4832785, -23048, -9483932, 4878525, 22692]"
USGS_LPC_IN_ET_B7_Rush_2012_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_ET_B7_Rush_2012_LAS_2016/ept.json,"[-9538672, 4786105, -24345, -9488986, 4835791, 25341]"
USGS_LPC_IN_ET_B7_Shelby_2012_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_ET_B7_Shelby_2012_LAS_2016/ept.json,"[-9577223, 4770322, -26045, -9523677, 4823868, 27501]"
USGS_LPC_IN_ET_B7_Union_2012_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_ET_B7_Union_2012_LAS_2016/ept.json,"[-9469796, 4795640, -15555, -9437842, 4827594, 16399]"
USGS_LPC_IN_ET_B7_Wayne_2012_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_ET_B7_Wayne_2012_LAS_2016/ept.json,"[-9488085, 4821867, -23057, -9440683, 4869269, 24345]"
USGS_LPC_IN_ET_B8_Clark_2012_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_ET_B8_Clark_2012_LAS_2016/ept.json,"[-9574518, 4607050, -33381, -9506938, 4674630, 34199]"
USGS_LPC_IN_ET_B8_Dearborn_2012_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_ET_B8_Dearborn_2012_LAS_2016/ept.json,"[-9487740, 4711060, -27177, -9432588, 4766212, 27975]"
USGS_LPC_IN_ET_B8_Floyd_2011_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_ET_B8_Floyd_2011_LAS_2016/ept.json,"[-9580352, 4603729, -18097, -9543350, 4640731, 18905]"
USGS_LPC_IN_ET_B8_Jefferson_2012_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_ET_B8_Jefferson_2012_LAS_2016/ept.json,"[-9539530, 4658370, -27906, -9482804, 4715096, 28820]"
USGS_LPC_IN_ET_B8_Jennings_2012_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_ET_B8_Jennings_2012_LAS_2016/ept.json,"[-9559209, 4693595, -28052, -9502189, 4750615, 28968]"
USGS_LPC_IN_ET_B8_Ohio_2012_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_ET_B8_Ohio_2012_LAS_2016/ept.json,"[-9478906, 4699390, -18000, -9442156, 4736140, 18750]"
USGS_LPC_IN_ET_B8_RipleyCo_2012_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_ET_B8_RipleyCo_2012_LAS_2016/ept.json,"[-9519958, 4707292, -29076, -9460928, 4766322, 29954]"
USGS_LPC_IN_ET_B8_Scott_2012_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_ET_B8_Scott_2012_LAS_2016/ept.json,"[-9564004, 4658345, -20086, -9522858, 4699491, 21060]"
USGS_LPC_IN_ET_B8_Switzerland_2012_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_ET_B8_Switzerland_2012_LAS_2016/ept.json,"[-9486730, 4669652, -24362, -9437106, 4719276, 25262]"
USGS_LPC_IN_HendricksCo_2011_LAS_2015/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_HendricksCo_2011_LAS_2015/ept.json,"[-9653242, 4807754, -22505, -9607384, 4853612, 23353]"
USGS_LPC_IN_Hendricks_2011_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_Hendricks_2011_LAS_2016/ept.json,"[-9653242, 4807754, -22505, -9607384, 4853612, 23353]"
USGS_LPC_IN_JohnsonCo_2011_LAS_2015/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_JohnsonCo_2011_LAS_2015/ept.json,"[-9604442, 4772138, -19427, -9564672, 4811908, 20343]"
USGS_LPC_IN_JohnsonCo_2011_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_JohnsonCo_2011_LAS_2016/ept.json,"[-9604442, 4772138, -19427, -9564672, 4811908, 20343]"
USGS_LPC_IN_Johnson_2011_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_Johnson_2011_LAS_2016/ept.json,"[-10791549, 4712887, -20811, -10749011, 4755425, 21727]"
USGS_LPC_IN_MarionCo_2011_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_MarionCo_2011_LAS_2016/ept.json,"[-9611027, 4810827, -22400, -9565349, 4856505, 23278]"
USGS_LPC_IN_Marion_2011_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_Marion_2011_LAS_2016/ept.json,"[-10802851, 4750726, -23461, -10755051, 4798526, 24339]"
USGS_LPC_IN_Monroe_2011_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_Monroe_2011_LAS_2016/ept.json,"[-9655748, 4720731, -25842, -9602286, 4774193, 27620]"
USGS_LPC_IN_Morgan_2011_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_Morgan_2011_LAS_2016/ept.json,"[-9651755, 4766093, -24796, -9600293, 4817555, 26666]"
USGS_LPC_IN_WT_B10_Benton_2013_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_WT_B10_Benton_2013_LAS_2016/ept.json,"[-9743851, 4929430, -23225, -9695171, 4978110, 25455]"
USGS_LPC_IN_WT_B10_Fountain_2013_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_WT_B10_Fountain_2013_LAS_2016/ept.json,"[-9745121, 4857603, -30379, -9683059, 4919665, 31683]"
USGS_LPC_IN_WT_B10_Montgomery_2013_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_WT_B10_Montgomery_2013_LAS_2016/ept.json,"[-9699241, 4845637, -25098, -9647249, 4897629, 26894]"
USGS_LPC_IN_WT_B10_Tippecanoe_2013_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_WT_B10_Tippecanoe_2013_LAS_2016/ept.json,"[-9700267, 4895524, -26700, -9646001, 4949790, 27566]"
USGS_LPC_IN_WT_B10_Warren_2013_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_WT_B10_Warren_2013_LAS_2016/ept.json,"[-9744874, 4883518, -25711, -9692672, 4935720, 26491]"
USGS_LPC_IN_WT_B10_White_2013_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_WT_B10_White_2013_LAS_2016/ept.json,"[-9697192, 4943748, -29050, -9636774, 5004166, 31368]"
USGS_LPC_IN_WT_B11_Clay_2013_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_WT_B11_Clay_2013_LAS_2016/ept.json,"[-9727798, 4744704, -32718, -9662530, 4809972, 32550]"
USGS_LPC_IN_WT_B11_Greene_2013_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_WT_B11_Greene_2013_LAS_2016/ept.json,"[-9712824, 4694571, -31728, -9648032, 4759363, 33064]"
USGS_LPC_IN_WT_B11_Owen_2013_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_WT_B11_Owen_2013_LAS_2016/ept.json,"[-9691228, 4742726, -24713, -9641918, 4792036, 24597]"
USGS_LPC_IN_WT_B11_Parke_2013_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_WT_B11_Parke_2013_LAS_2016/ept.json,"[-9735936, 4807926, -25774, -9684178, 4859684, 25984]"
USGS_LPC_IN_WT_B11_Putnam_2013_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_WT_B11_Putnam_2013_LAS_2016/ept.json,"[-9695353, 4788066, -29626, -9635691, 4847728, 30036]"
USGS_LPC_IN_WT_B11_Sullivan_2013_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_WT_B11_Sullivan_2013_LAS_2016/ept.json,"[-9761459, 4707211, -26172, -9708179, 4760491, 27108]"
USGS_LPC_IN_WT_B11_Vermillion_2013_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_WT_B11_Vermillion_2013_LAS_2016/ept.json,"[-9774576, 4807859, -40751, -9692908, 4889527, 40917]"
